model,pdb_id,temperature,sample,score_nll,global_score_nll,seq_recovery,perplexity
ca_only,1RIS,0.3,5,1.0783,1.0783,0.3093,2.9396778484804864
ca_only,1RIS,0.3,6,1.1475,1.1475,0.3196,3.150307288549063
ca_only,1RIS,0.3,7,1.1595,1.1595,0.3196,3.188338708153337
ca_only,1RIS,0.3,8,1.1239,1.1239,0.3196,3.0768304732323077
ca_only,1SHG,0.1,1,0.8145,0.8145,0.4561,2.258046366863425
ca_only,1SHG,0.1,2,0.7545,0.7545,0.4035,2.1265479835007413
ca_only,1SHG,0.1,3,0.8397,0.8397,0.4211,2.3156721709141483
ca_only,1SHG,0.1,4,0.8123,0.8123,0.4035,2.2530841253234573
ca_only,1SHG,0.1,5,0.786,0.786,0.4035,2.194600444242912
ca_only,1SHG,0.1,6,0.7723,0.7723,0.4737,2.164739433132527
ca_only,1SHG,0.1,7,0.7801,0.7801,0.4211,2.181690423632476
ca_only,1SHG,0.1,8,0.8333,0.8333,0.4386,2.3008991929747675
ca_only,1SHG,0.2,1,0.8117,0.8117,0.4737,2.2517326803223066
ca_only,1SHG,0.2,2,0.816,0.816,0.386,2.2614359779865105
ca_only,1SHG,0.2,3,0.7817,0.7817,0.4211,2.185183922363993
ca_only,1SHG,0.2,4,0.8511,0.8511,0.4386,2.3422218794686094
ca_only,1SHG,0.2,5,0.7986,0.7986,0.3684,2.22242735120523
ca_only,1SHG,0.2,6,0.8242,0.8242,0.4035,2.2800559907242035
ca_only,1SHG,0.2,7,0.8522,0.8522,0.4035,2.3447997410999877
ca_only,1SHG,0.2,8,0.827,0.827,0.4561,2.2864490936655226
ca_only,1SHG,0.3,1,0.819,0.819,0.4211,2.26823047256647
ca_only,1SHG,0.3,2,0.9,0.9,0.4035,2.45960311115695
ca_only,1SHG,0.3,3,0.9939,0.9939,0.4035,2.7017507802624383
ca_only,1SHG,0.3,4,0.9354,0.9354,0.4737,2.5482325469263527
ca_only,1SHG,0.3,5,0.8729,0.8729,0.4386,2.393842941669069
ca_only,1SHG,0.3,6,0.8434,0.8434,0.4737,2.324256028289928
ca_only,1SHG,0.3,7,0.9142,0.9142,0.4561,2.494778630458429
ca_only,1SHG,0.3,8,0.8625,0.8625,0.3333,2.36907598647514
ca_only,1STN,0.1,1,0.9572,0.9572,0.4191,2.604393951599067
ca_only,1STN,0.1,2,0.9171,0.9171,0.4412,2.5020239891791154
ca_only,1STN,0.1,3,0.9823,0.9823,0.4926,2.6705915441787957
ca_only,1STN,0.1,4,0.9577,0.9577,0.4265,2.6056964741783752
ca_only,1STN,0.1,5,0.9559,0.9559,0.4485,2.601010439221545
ca_only,1STN,0.1,6,0.9694,0.9694,0.4559,2.636362167413591
ca_only,1STN,0.1,7,0.9177,0.9177,0.3971,2.5035256540270274
ca_only,1STN,0.1,8,0.9301,0.9301,0.4926,2.534762641208585
ca_only,1STN,0.2,1,0.959,0.959,0.4412,2.609086082362757
ca_only,1STN,0.2,2,1.0054,1.0054,0.4412,2.733000254316783
ca_only,1STN,0.2,3,1.0199,1.0199,0.4412,2.772917458353413
ca_only,1STN,0.2,4,0.938,0.938,0.4412,2.554866572043847
ca_only,1STN,0.2,5,1.001,1.001,0.4779,2.7210014698815783
ca_only,1STN,0.2,6,0.9846,0.9846,0.4338,2.6767409738636716
ca_only,1STN,0.2,7,0.9319,0.9319,0.4853,2.539329322743137
ca_only,1STN,0.2,8,0.9751,0.9751,0.4191,2.6514323409599827
ca_only,1STN,0.3,1,1.0796,1.0796,0.4412,2.9435019147880546
ca_only,1STN,0.3,2,1.0774,1.0774,0.4118,2.937033328629292
ca_only,1STN,0.3,3,1.0377,1.0377,0.4118,2.822717292763671
ca_only,1STN,0.3,4,1.0167,1.0167,0.3897,2.7640583046923495
ca_only,1STN,0.3,5,1.0018,1.0018,0.4191,2.723179142010193
ca_only,1STN,0.3,6,1.0741,1.0741,0.4485,2.927357093214432
ca_only,1STN,0.3,7,1.0725,1.0725,0.4044,2.9226770668847584
ca_only,1STN,0.3,8,1.0916,1.0916,0.4044,2.979036720181229
ca_only,1TIM,0.1,1,0.9649,0.9649,0.2773,2.6245251908324287
ca_only,1TIM,0.1,2,0.9853,0.9853,0.2854,2.678615348499962
ca_only,1TIM,0.1,3,1.014,1.014,0.2672,2.756605413200825
ca_only,1TIM,0.1,4,0.9974,0.9974,0.2895,2.7112234755400513
ca_only,1TIM,0.1,5,0.9969,0.9969,0.2733,2.7098682026487393
ca_only,1TIM,0.1,6,0.9961,0.9961,0.2935,2.707701175013249
ca_only,1TIM,0.1,7,0.9723,0.9723,0.2733,2.644018714326151
ca_only,1TIM,0.1,8,0.9805,0.9805,0.2895,2.6657888031629287
ca_only,1TIM,0.2,1,1.01,1.01,0.2834,2.7456010150169163
ca_only,1TIM,0.2,2,1.0144,1.0144,0.2713,2.757708275923945
ca_only,1TIM,0.2,3,1.018,1.018,0.3016,2.7676539171301524
ca_only,1TIM,0.2,4,1.0215,1.0215,0.2753,2.7773576775148614
ca_only,1TIM,0.2,5,1.0323,1.0323,0.2753,2.807515700621382
ca_only,1TIM,0.2,6,1.0147,1.0147,0.2753,2.758535712516005
ca_only,1TIM,0.2,7,1.0039,1.0039,0.2733,2.7289038270238573
ca_only,1TIM,0.2,8,1.0485,1.0485,0.2632,2.8533678546367507
ca_only,1TIM,0.3,1,1.0717,1.0717,0.2672,2.92033986023856
ca_only,1TIM,0.3,2,1.102,1.102,0.2591,3.0101803683339323
ca_only,1TIM,0.3,3,1.1049,1.1049,0.3036,3.018922561455307
ca_only,1TIM,0.3,4,1.0779,1.0779,0.2915,2.938502212483969
ca_only,1TIM,0.3,5,1.0625,1.0625,0.2449,2.893595944171761
ca_only,1TIM,0.3,6,1.0718,1.0718,0.2672,2.92063190882677
ca_only,1TIM,0.3,7,1.0726,1.0726,0.2713,2.922969349205319
ca_only,1TIM,0.3,8,1.0887,1.0887,0.2692,2.9704100284415986
ca_only,1TUP,0.1,1,0.992,0.992,0.347,2.696622327353013
ca_only,1TUP,0.1,2,0.9933,0.9933,0.3333,2.7001302160121727
ca_only,1TUP,0.1,3,1.0259,1.0259,0.3402,2.78960497559273
ca_only,1TUP,0.1,4,0.9964,0.9964,0.3385,2.7085136072244915
ca_only,1TUP,0.1,5,0.9995,0.9995,0.3521,2.716923027273421
ca_only,1TUP,0.1,6,0.9952,0.9952,0.3504,2.705265340245801
ca_only,1TUP,0.1,7,1.0255,1.0255,0.3385,2.788489356741138
ca_only,1TUP,0.1,8,0.9869,0.9869,0.3368,2.682904563514541
ca_only,1TUP,0.2,1,1.0234,1.0234,0.347,2.7826396734092387
ca_only,1TUP,0.2,2,1.0287,1.0287,0.3316,2.7974268149892767
ca_only,1TUP,0.2,3,1.0015,1.0015,0.3436,2.722362310798398
ca_only,1TUP,0.2,4,1.0231,1.0231,0.3231,2.78180500671348
ca_only,1TUP,0.2,5,1.0328,1.0328,0.3368,2.808919809469652
ca_only,1TUP,0.2,6,1.0157,1.0157,0.3504,2.761295627956249
ca_only,1TUP,0.2,7,1.0545,1.0545,0.3385,2.8705395252614645
ca_only,1TUP,0.2,8,1.0507,1.0507,0.3265,2.8596521741337226
ca_only,1TUP,0.3,1,1.0793,1.0793,0.3128,2.9426189966579597
ca_only,1TUP,0.3,2,1.102,1.102,0.3197,3.0101803683339323
ca_only,1TUP,0.3,3,1.0935,1.0935,0.3214,2.984702270518007
ca_only,1TUP,0.3,4,1.0743,1.0743,0.3248,2.92794262318412
ca_only,1TUP,0.3,5,1.0646,1.0646,0.3214,2.8996788805021896
ca_only,1TUP,0.3,6,1.0613,1.0613,0.3282,2.8901257115947288
ca_only,1TUP,0.3,7,1.103,1.103,0.3419,3.0131920542942723
ca_only,1TUP,0.3,8,1.1145,1.1145,0.3231,3.0480437762255894
ca_only,1UBI,0.1,1,0.8109,0.8109,0.5132,2.249932014540397
ca_only,1UBI,0.1,2,0.8298,0.8298,0.4868,2.292860122379447
ca_only,1UBI,0.1,3,0.895,0.895,0.5,2.447335789462311
ca_only,1UBI,0.1,4,0.7903,0.7903,0.4605,2.204057544346569
ca_only,1UBI,0.1,5,0.8494,0.8494,0.5,2.3382434848670544
ca_only,1UBI,0.1,6,0.7833,0.7833,0.5132,2.1886830151675456
ca_only,1UBI,0.1,7,0.8929,0.8929,0.4737,2.442201776904376
ca_only,1UBI,0.1,8,0.835,0.835,0.4605,2.3048140482870125
ca_only,1UBI,0.2,1,0.8469,0.8469,0.4474,2.3324051770804046
ca_only,1UBI,0.2,2,0.9368,0.9368,0.4211,2.5518025709257453
ca_only,1UBI,0.2,3,0.8592,0.8592,0.4474,2.361270921160636
ca_only,1UBI,0.2,4,0.852,0.852,0.4342,2.344330828044636
ca_only,1UBI,0.2,5,0.8082,0.8082,0.4737,2.2438653917274087
ca_only,1UBI,0.2,6,0.8379,0.8379,0.5,2.311507710145599
ca_only,1UBI,0.2,7,0.9283,0.9283,0.5,2.530204172307207
ca_only,1UBI,0.2,8,0.8551,0.8551,0.5132,2.351609529770223
ca_only,1UBI,0.3,1,0.9842,0.9842,0.5132,2.675670491584855
ca_only,1UBI,0.3,2,0.9035,0.9035,0.4474,2.4682268047063585
ca_only,1UBI,0.3,3,0.8942,0.8942,0.4868,2.4453787037693964
ca_only,1UBI,0.3,4,0.8773,0.8773,0.4342,2.4043990570356923
ca_only,1UBI,0.3,5,0.8631,0.8631,0.4737,2.3704978585860017
ca_only,1UBI,0.3,6,0.8992,0.8992,0.4868,2.4576362155311755
ca_only,1UBI,0.3,7,0.9756,0.9756,0.4868,2.6527583886147506
ca_only,1UBI,0.3,8,0.9246,0.9246,0.4737,2.5208597147765683
ca_only,1UBQ,0.1,1,0.8168,0.8168,0.4737,2.2632458506214275
ca_only,1UBQ,0.1,2,0.815,0.815,0.4737,2.259175672349701
ca_only,1UBQ,0.1,3,0.8653,0.8653,0.4737,2.3757186946888673
ca_only,1UBQ,0.1,4,0.8677,0.8677,0.4868,2.381427267102903
ca_only,1UBQ,0.1,5,0.908,0.908,0.4737,2.4793588536523394
ca_only,1UBQ,0.1,6,0.8385,0.8385,0.4868,2.312895030926301
ca_only,1UBQ,0.1,7,0.8564,0.8564,0.4868,2.3546686101303385
ca_only,1UBQ,0.1,8,0.7851,0.7851,0.4868,2.1926261923896893
ca_only,1UBQ,0.2,1,0.8633,0.8633,0.4474,2.370972005570837
ca_only,1UBQ,0.2,2,0.9222,0.9222,0.4868,2.5148169057325056
ca_only,1UBQ,0.2,3,0.9583,0.9583,0.5263,2.607260361182067
ca_only,1UBQ,0.2,4,0.886,0.886,0.4868,2.425408587773163
ca_only,1UBQ,0.2,5,0.8512,0.8512,0.4868,2.3424561133680557
ca_only,1UBQ,0.2,6,0.9374,0.9374,0.4737,2.5533341118846424
ca_only,1UBQ,0.2,7,0.8571,0.8571,0.5132,2.356317455185871
ca_only,1UBQ,0.2,8,0.8715,0.8715,0.4474,2.390493906422414
ca_only,1UBQ,0.3,1,1.1173,1.1173,0.4605,3.0565902582902105
ca_only,1UBQ,0.3,2,0.9253,0.9253,0.4737,2.5226249343316764
ca_only,1UBQ,0.3,3,0.9149,0.9149,0.4474,2.4965255868631577
ca_only,1UBQ,0.3,4,0.9462,0.9462,0.5263,2.5759026078094576
ca_only,1UBQ,0.3,5,0.8693,0.8693,0.4605,2.3852406005835407
ca_only,1UBQ,0.3,6,0.8746,0.8746,0.4342,2.3979159357339492
ca_only,1UBQ,0.3,7,0.9964,0.9964,0.4737,2.7085136072244915
ca_only,1UBQ,0.3,8,0.975,0.975,0.4737,2.6511672109826065
ca_only,1VII,0.1,1,1.1505,1.1505,0.25,3.1597724009845303
ca_only,1VII,0.1,2,1.0562,1.0562,0.3056,2.875423592735516
ca_only,1VII,0.1,3,1.0593,1.0593,0.25,2.8843512365713875
ca_only,1VII,0.1,4,1.0603,1.0603,0.2778,2.887237030464423
ca_only,1VII,0.1,5,1.08,1.08,0.2778,2.944679551065524
ca_only,1VII,0.1,6,1.0969,1.0969,0.2778,2.994867529385312
ca_only,1VII,0.1,7,0.9972,0.9972,0.3056,2.710681285065798
ca_only,1VII,0.1,8,1.0582,1.0582,0.1944,2.881180194603988
ca_only,1VII,0.2,1,1.0823,1.0823,0.25,2.9514601086851417
ca_only,1VII,0.2,2,1.009,1.009,0.2222,2.742856786344921
ca_only,1VII,0.2,3,1.1043,1.1043,0.2222,3.0171117512158303
ca_only,1VII,0.2,4,1.1179,1.1179,0.25,3.0584247627414847
ca_only,1VII,0.2,5,1.0992,1.0992,0.3056,3.001763652204099
ca_only,1VII,0.2,6,1.1164,1.1164,0.2778,3.0538405646055122
ca_only,1VII,0.2,7,1.1357,1.1357,0.1944,3.113352126800565
ca_only,1VII,0.2,8,1.1566,1.1566,0.3056,3.179105919913286
ca_only,1VII,0.3,1,1.2608,1.2608,0.1944,3.528242952991046
ca_only,1VII,0.3,2,1.2282,1.2282,0.1944,3.4150768621922616
ca_only,1VII,0.3,3,1.3082,1.3082,0.2778,3.699508599928854
ca_only,1VII,0.3,4,1.099,1.099,0.1667,3.0011633595049294
ca_only,1VII,0.3,5,1.1105,1.1105,0.3056,3.0358759529909167
ca_only,1VII,0.3,6,1.137,1.137,0.3056,3.1174021164883294
ca_only,1VII,0.3,7,1.2303,1.2303,0.2222,3.422256059121286
ca_only,1VII,0.3,8,1.2774,1.2774,0.2778,3.5873006083961623
ca_only,2ACY,0.1,1,0.931,0.931,0.3776,2.5370449544725853
ca_only,2ACY,0.1,2,0.8894,0.8894,0.3878,2.433669011734786
ca_only,2ACY,0.1,3,0.9042,0.9042,0.3571,2.469955168326345
ca_only,2ACY,0.1,4,0.9298,0.9298,0.2857,2.5340023264691354
ca_only,2ACY,0.1,5,0.9291,0.9291,0.3265,2.532229145526342
ca_only,2ACY,0.1,6,0.9085,0.9085,0.3673,2.480598843050682
ca_only,2ACY,0.1,7,0.9151,0.9151,0.3878,2.497024941914371
ca_only,2ACY,0.1,8,0.9463,0.9463,0.3673,2.5761602109501807
ca_only,2ACY,0.2,1,0.9439,0.9439,0.3469,2.569984839853394
ca_only,2ACY,0.2,2,0.9496,0.9496,0.3776,2.5846755822813146
ca_only,2ACY,0.2,3,0.9124,0.9124,0.3673,2.4902920680411516
ca_only,2ACY,0.2,4,0.9116,0.9116,0.3571,2.488300631067718
ca_only,2ACY,0.2,5,0.9419,0.9419,0.3776,2.564850006718433
ca_only,2ACY,0.2,6,0.9338,0.9338,0.3367,2.544158634850033
ca_only,2ACY,0.2,7,0.9646,0.9646,0.3571,2.623737951367003
ca_only,2ACY,0.2,8,0.9357,0.9357,0.3367,2.548997131372363
ca_only,2ACY,0.3,1,0.9997,0.9997,0.3776,2.7174664662209587
ca_only,2ACY,0.3,2,0.9753,0.9753,0.3469,2.651962680460357
ca_only,2ACY,0.3,3,0.9766,0.9766,0.3673,2.655412473824797
ca_only,2ACY,0.3,4,1.0434,1.0434,0.3571,2.8388527236237198
ca_only,2ACY,0.3,5,0.9887,0.9887,0.3571,2.6877381406432175
ca_only,2ACY,0.3,6,1.013,1.013,0.3673,2.753850185631011
ca_only,2ACY,0.3,7,0.9843,0.9843,0.3878,2.6759380720128116
ca_only,2ACY,0.3,8,0.9271,0.9271,0.3776,2.5271697483189626
ca_only,2CI2,0.1,1,0.9914,0.9914,0.5385,2.695004839251556
ca_only,2CI2,0.1,2,0.9421,0.9421,0.5538,2.5653630280201973
ca_only,2CI2,0.1,3,0.9245,0.9245,0.5077,2.520607641408969
ca_only,2CI2,0.1,4,0.9322,0.9322,0.5231,2.5400912358212078
ca_only,2CI2,0.1,5,0.9065,0.9065,0.6154,2.4756426032564547
ca_only,2CI2,0.1,6,0.959,0.959,0.5231,2.609086082362757
ca_only,2CI2,0.1,7,0.9392,0.9392,0.5846,2.557934252170254
ca_only,2CI2,0.1,8,0.976,0.976,0.6,2.6538197042191665
ca_only,2CI2,0.2,1,0.9442,0.9442,0.6154,2.570755950966234
ca_only,2CI2,0.2,2,0.9815,0.9815,0.5231,2.6684559253049023
ca_only,2CI2,0.2,3,0.935,0.935,0.5385,2.5472134577390078
ca_only,2CI2,0.2,4,0.9696,0.9696,0.5846,2.6368894925778323
ca_only,2CI2,0.2,5,0.9884,0.9884,0.5846,2.6869319401371463
ca_only,2CI2,0.2,6,0.9401,0.9401,0.5538,2.5602374292714383
ca_only,2CI2,0.2,7,0.9911,0.9911,0.4923,2.694196459062872
ca_only,2CI2,0.2,8,0.9625,0.9625,0.6308,2.618233882963701
ca_only,2CI2,0.3,1,1.1054,1.1054,0.5692,3.020432400164257
ca_only,2CI2,0.3,2,0.9775,0.9775,0.5385,2.657803420815996
ca_only,2CI2,0.3,3,1.1612,1.1612,0.5385,3.1937634937184596
ca_only,2CI2,0.3,4,1.1568,1.1568,0.5231,3.179741804683626
ca_only,2CI2,0.3,5,0.9391,0.9391,0.5538,2.557678471534282
ca_only,2CI2,0.3,6,0.9483,0.9483,0.5692,2.5813176871291015
ca_only,2CI2,0.3,7,1.0458,1.0458,0.4462,2.8456741526009033
ca_only,2CI2,0.3,8,1.1168,1.1168,0.5385,3.055062345171177
ca_only,2CRO,0.1,1,0.8909,0.8909,0.5077,2.4373222544994793
ca_only,2CRO,0.1,2,0.8112,0.8112,0.4615,2.2506070954018256
ca_only,2CRO,0.1,3,0.8378,0.8378,0.5077,2.3112765709317378
ca_only,2CRO,0.1,4,0.8596,0.8596,0.5231,2.3622156184559637
ca_only,2CRO,0.1,5,0.8712,0.8712,0.4923,2.3897768658119567
ca_only,2CRO,0.1,6,0.8241,0.8241,0.4923,2.2798279965250314
ca_only,2CRO,0.1,7,0.883,0.883,0.5385,2.418143265442331
ca_only,2CRO,0.1,8,0.8676,0.8676,0.4923,2.381189136282932
ca_only,2CRO,0.2,1,0.8624,0.8624,0.5231,2.3688390907214774
ca_only,2CRO,0.2,2,0.9187,0.9187,0.4923,2.50603043186124
ca_only,2CRO,0.2,3,0.8287,0.8287,0.5538,2.290339362916711
ca_only,2CRO,0.2,4,0.9192,0.9192,0.4462,2.5072837603831903
ca_only,2CRO,0.2,5,0.8143,0.8143,0.4308,2.2575948027479695
ca_only,2CRO,0.2,6,0.9193,0.9193,0.4923,2.5075345012960653
ca_only,2CRO,0.2,7,0.8805,0.8805,0.4923,2.412105457683115
ca_only,2CRO,0.2,8,0.885,0.885,0.5231,2.4229843914855502
ca_only,2CRO,0.3,1,0.9681,0.9681,0.4308,2.6329371233569505
ca_only,2CRO,0.3,2,0.9791,0.9791,0.4615,2.6620593100928
ca_only,2CRO,0.3,3,0.928,0.928,0.4769,2.5294452249033177
ca_only,2CRO,0.3,4,0.8626,0.8626,0.4923,2.3693129059195623
ca_only,2CRO,0.3,5,1.0016,1.0016,0.4615,2.722634560641743
ca_only,2CRO,0.3,6,0.8268,0.8268,0.5077,2.285991849572723
ca_only,2CRO,0.3,7,0.9571,0.9571,0.4462,2.6041335252254427
ca_only,2CRO,0.3,8,0.9736,0.9736,0.4154,2.647458173819055
ca_only,2GB1,0.1,1,0.9111,0.9111,0.2857,2.48705679173793
ca_only,2GB1,0.1,2,0.9357,0.9357,0.3036,2.548997131372363
ca_only,2GB1,0.1,3,0.9166,0.9166,0.3393,2.5007732898854056
ca_only,2GB1,0.1,4,1.016,1.016,0.3571,2.7621241409153656
ca_only,2GB1,0.1,5,0.9504,0.9504,0.375,2.586744150063929
ca_only,2GB1,0.1,6,1.091,1.091,0.3393,2.977249834268501
ca_only,2GB1,0.1,7,0.9272,0.9272,0.3036,2.527422477930064
ca_only,2GB1,0.1,8,0.9032,0.9032,0.3036,2.4674864477240464
ca_only,2GB1,0.2,1,0.921,0.921,0.3214,2.511800935389749
ca_only,2GB1,0.2,2,1.0256,1.0256,0.2857,2.788768219619724
ca_only,2GB1,0.2,3,1.0083,1.0083,0.375,2.74093745843762
ca_only,2GB1,0.2,4,0.9961,0.9961,0.2143,2.707701175013249
ca_only,2GB1,0.2,5,0.9159,0.9159,0.3036,2.499023361129006
ca_only,2GB1,0.2,6,1.0013,1.0013,0.2679,2.721817892779855
ca_only,2GB1,0.2,7,0.9821,0.9821,0.3393,2.6700574792782303
ca_only,2GB1,0.2,8,0.9799,0.9799,0.3571,2.6641898096270613
ca_only,2GB1,0.3,1,0.9711,0.9711,0.3571,2.640847794801185
ca_only,2GB1,0.3,2,1.0136,1.0136,0.2679,2.755502991534577
ca_only,2GB1,0.3,3,0.9754,0.9754,0.2679,2.6522278899886587
ca_only,2GB1,0.3,4,1.2411,1.2411,0.3393,3.459416730986842
ca_only,2GB1,0.3,5,1.0124,1.0124,0.3036,2.7521983711135425
ca_only,2GB1,0.3,6,0.9531,0.9531,0.2679,2.5937377964430737
ca_only,2GB1,0.3,7,1.0178,1.0178,0.3036,2.7671004416961145
ca_only,2GB1,0.3,8,0.9893,0.9893,0.375,2.6893512674172415
ca_only,2LZM,0.1,1,0.7443,0.7443,0.628,2.104967441933995
ca_only,2LZM,0.1,2,0.7633,0.7633,0.628,2.145344187756257
ca_only,2LZM,0.1,3,0.7501,0.7501,0.6402,2.1172117271996886
ca_only,2LZM,0.1,4,0.7785,0.7785,0.6463,2.1782025100296343
ca_only,2LZM,0.1,5,0.8018,0.8018,0.6463,2.2295505097042576
ca_only,2LZM,0.1,6,0.7421,0.7421,0.6341,2.1003416038493876
ca_only,2LZM,0.1,7,0.7448,0.7448,0.5976,2.1060201888197514
ca_only,2LZM,0.1,8,0.7716,0.7716,0.6402,2.163224645766766
ca_only,2LZM,0.2,1,0.782,0.782,0.6159,2.185839575883813
ca_only,2LZM,0.2,2,0.7956,0.7956,0.622,2.215770060081268
ca_only,2LZM,0.2,3,0.8268,0.8268,0.6098,2.285991849572723
ca_only,2LZM,0.2,4,0.7888,0.7888,0.6524,2.2007539363554685
ca_only,2LZM,0.2,5,0.8354,0.8354,0.5915,2.3057361583160385
ca_only,2LZM,0.2,6,0.7727,0.7727,0.6341,2.165605502108028
ca_only,2LZM,0.2,7,0.8183,0.8183,0.5854,2.266643266822495
ca_only,2LZM,0.2,8,0.8366,0.8366,0.6463,2.308504702500303
ca_only,2LZM,0.3,1,0.9029,0.9029,0.561,2.4667463128155167
ca_only,2LZM,0.3,2,0.8656,0.8656,0.5976,2.3764315172153068
ca_only,2LZM,0.3,3,0.8249,0.8249,0.6646,2.281652588661794
ca_only,2LZM,0.3,4,0.843,0.843,0.5671,2.3233265117943045
ca_only,2LZM,0.3,5,0.8959,0.8959,0.6402,2.44953938314124
ca_only,2LZM,0.3,6,0.8876,0.8876,0.6098,2.4292923476930004
ca_only,2LZM,0.3,7,0.8656,0.8656,0.5793,2.3764315172153068
ca_only,2LZM,0.3,8,0.8431,0.8431,0.622,2.3235588560625033
ca_only,2PCY,0.1,1,0.9347,0.9347,0.404,2.54644940831483
ca_only,2PCY,0.1,2,0.9211,0.9211,0.4747,2.512052128042711
ca_only,2PCY,0.1,3,0.8672,0.8672,0.3838,2.380236851098153
ca_only,2PCY,0.1,4,0.9443,0.9443,0.4646,2.5710130394155386
ca_only,2PCY,0.1,5,0.8562,0.8562,0.4141,2.3541977234985447
ca_only,2PCY,0.1,6,0.9224,0.9224,0.4444,2.5153199194133435
ca_only,2PCY,0.1,7,0.8538,0.8538,0.3939,2.3485544236307736
ca_only,2PCY,0.1,8,0.9046,0.9046,0.4949,2.4709433480164376
ca_only,2PCY,0.2,1,0.9574,0.9574,0.4848,2.6049148824807387
ca_only,2PCY,0.2,2,0.9706,0.9706,0.4343,2.639527700954748
ca_only,2PCY,0.2,3,0.9499,0.9499,0.4141,2.5854511012780317
ca_only,2PCY,0.2,4,0.9372,0.9372,0.4444,2.5528234961255434
ca_only,2PCY,0.2,5,0.9795,0.9795,0.4444,2.66312434680998
ca_only,2PCY,0.2,6,0.9631,0.9631,0.4444,2.6198052946698485
ca_only,2PCY,0.2,7,0.917,0.917,0.404,2.5017737992899005
ca_only,2PCY,0.2,8,0.9578,0.9578,0.4242,2.60595705685471
ca_only,2PCY,0.3,1,0.9379,0.9379,0.3838,2.5546110981605494
ca_only,2PCY,0.3,2,0.9024,0.9024,0.4343,2.4655132479510136
ca_only,2PCY,0.3,3,0.9754,0.9754,0.3434,2.6522278899886587
ca_only,2PCY,0.3,4,1.0518,1.0518,0.4242,2.862799522249376
ca_only,2PCY,0.3,5,1.0912,1.0912,0.4444,2.977845343784321
ca_only,2PCY,0.3,6,1.031,1.031,0.4747,2.8038683015336563
ca_only,2PCY,0.3,7,1.0205,1.0205,0.4343,2.7745817080534074
ca_only,2PCY,0.3,8,1.0403,1.0403,0.4141,2.830065906783363
ca_only,2PTL,0.1,1,1.5003,1.5003,0.2692,4.483033778755344
ca_only,2PTL,0.1,2,1.4331,1.4331,0.1795,4.1916732588318535
ca_only,2PTL,0.1,3,1.436,1.436,0.2436,4.203846754319332
ca_only,2PTL,0.1,4,1.4786,1.4786,0.2692,4.3867998600439
ca_only,2PTL,0.1,5,1.457,1.457,0.2179,4.293061007215754
ca_only,2PTL,0.1,6,1.5203,1.5203,0.1667,4.573597068471412
ca_only,2PTL,0.1,7,1.4142,1.4142,0.2436,4.113194593724947
ca_only,2PTL,0.1,8,1.4696,1.4696,0.1667,4.34749579489874
ca_only,2PTL,0.2,1,1.4984,1.4984,0.2051,4.474524101329258
ca_only,2PTL,0.2,2,1.5333,1.5333,0.1538,4.633441979469573
ca_only,2PTL,0.2,3,1.5667,1.5667,0.2051,4.790812398169451
ca_only,2PTL,0.2,4,1.6607,1.6607,0.2179,5.262993650869879
ca_only,2PTL,0.2,5,1.4032,1.4032,0.2564,4.068197391526935
ca_only,2PTL,0.2,6,1.4173,1.4173,0.1154,4.125965281304051
ca_only,2PTL,0.2,7,1.4787,1.4787,0.2436,4.387238561964635
ca_only,2PTL,0.2,8,1.5015,1.5015,0.2564,4.488416648365672
ca_only,2PTL,0.3,1,1.6925,1.6925,0.1923,5.433046356893294
ca_only,2PTL,0.3,2,1.7524,1.7524,0.2692,5.768430308950414
ca_only,2PTL,0.3,3,1.521,1.521,0.2051,4.5767997072121265
ca_only,2PTL,0.3,4,1.6445,1.6445,0.1282,5.178420049513346
ca_only,2PTL,0.3,5,1.6098,1.6098,0.2436,5.0018107656375745
ca_only,2PTL,0.3,6,1.6314,1.6314,0.2308,5.111025147274891
ca_only,2PTL,0.3,7,1.644,1.644,0.2436,5.175831486683224
ca_only,2PTL,0.3,8,1.837,1.837,0.1795,6.277676952352567
ca_only,3CHY,0.1,1,0.7808,0.7808,0.4141,2.1832181415679144
ca_only,3CHY,0.1,2,0.8271,0.8271,0.4766,2.2866777500075153
ca_only,3CHY,0.1,3,0.8709,0.8709,0.4375,2.3890600402814193
ca_only,3CHY,0.1,4,0.8212,0.8212,0.4062,2.2732260727514277
ca_only,3CHY,0.1,5,0.8015,0.8015,0.4609,2.2288817448710874
ca_only,3CHY,0.1,6,0.8526,0.8526,0.4609,2.345737848605421
ca_only,3CHY,0.1,7,0.8204,0.8204,0.4375,2.2714082191316267
ca_only,3CHY,0.1,8,0.781,0.781,0.4531,2.1836548288635016
ca_only,3CHY,0.2,1,0.8292,0.8292,0.4844,2.291484818938311
ca_only,3CHY,0.2,2,0.8417,0.8417,0.4688,2.320308149689426
ca_only,3CHY,0.2,3,0.8529,0.8529,0.4609,2.3464416755287623
ca_only,3CHY,0.2,4,0.8432,0.8432,0.4375,2.323791223566291
ca_only,3CHY,0.2,5,0.8431,0.8431,0.4766,2.3235588560625033
ca_only,3CHY,0.2,6,0.8835,0.8835,0.4375,2.4193526393933444
ca_only,3CHY,0.2,7,0.7742,0.7742,0.4375,2.1688563478859897
ca_only,3CHY,0.2,8,0.8439,0.8439,0.4375,2.325418446884504
ca_only,3CHY,0.3,1,0.8526,0.8526,0.4141,2.345737848605421
