model,mask_frac,pdb_id,sample,score_nll,seq_recovery,perplexity
ca_only,30,1MBN,4,1.088,0.2897,2.9683314690023677
ca_only,30,1MBN,5,1.164,0.2523,3.2027185627468664
ca_only,30,1MBN,6,1.0859,0.3178,2.9621045135091366
ca_only,30,1MBN,7,1.1072,0.2897,3.0258740745222226
ca_only,30,1MBN,8,1.1457,0.2991,3.1446418358667607
ca_only,30,1UBI,1,1.025,0.3208,2.7870954605658507
ca_only,30,1UBI,2,1.0889,0.3208,2.971004169859448
ca_only,30,1UBI,3,1.0222,0.3396,2.7793025085005523
ca_only,30,1UBI,4,1.0817,0.2642,2.949689763776514
ca_only,30,1UBI,5,1.0614,0.3019,2.8904147386169985
ca_only,30,1UBI,6,1.077,0.3208,2.935858750229181
ca_only,30,1UBI,7,1.0409,0.3019,2.831764455841194
ca_only,30,1UBI,8,1.0505,0.3962,2.859080300888127
ca_only,30,1UBQ,1,1.0191,0.283,2.7707000114837417
ca_only,30,1UBQ,2,0.9872,0.3774,2.6837095556263746
ca_only,30,1UBQ,3,1.0065,0.3019,2.736008208668122
ca_only,30,1UBQ,4,1.0008,0.3396,2.7204573240040038
ca_only,30,1UBQ,5,0.9486,0.3396,2.5820921986061527
ca_only,30,1UBQ,6,1.0033,0.3208,2.727266975832106
ca_only,30,1UBQ,7,0.9242,0.3208,2.5198515725325485
ca_only,30,1UBQ,8,0.995,0.3585,2.7047243412794524
ca_only,30,1VII,1,1.2339,0.0,3.4345983837888165
ca_only,30,1VII,2,1.296,0.04,3.6546487962220517
ca_only,30,1VII,3,1.2676,0.0,3.5523167632619628
ca_only,30,1VII,4,1.3568,0.0,3.8837454104777764
ca_only,30,1VII,5,1.3118,0.0,3.7128508324976135
ca_only,30,1VII,6,1.2464,0.0,3.4778003131208455
ca_only,30,1VII,7,1.3591,0.04,3.892688305308605
ca_only,30,1VII,8,1.2841,0.0,3.6114162195573916
ca_only,30,2ACY,1,1.1448,0.2899,3.1418129314124363
ca_only,30,2ACY,2,1.1821,0.3188,3.261215569636621
ca_only,30,2ACY,3,1.18,0.3333,3.2543742028896707
ca_only,30,2ACY,4,1.2226,0.2754,3.396005880351944
ca_only,30,2ACY,5,1.168,0.2464,3.2155550929428767
ca_only,30,2ACY,6,1.1917,0.3478,3.2926739979607302
ca_only,30,2ACY,7,1.2729,0.3043,3.5711940226561483
ca_only,30,2ACY,8,1.1486,0.3188,3.153774533201412
ca_only,30,2GB1,1,1.2752,0.0,3.5794172219623994
ca_only,30,2GB1,2,1.417,0.0,4.124727677369532
ca_only,30,2GB1,3,1.2827,0.0,3.606363774386863
ca_only,30,2GB1,4,1.2903,0.0,3.6338765552112786
ca_only,30,2GB1,5,1.2576,0.0,3.516970620891889
ca_only,30,2GB1,6,1.1804,0.0,3.2556762129554793
ca_only,30,2GB1,7,1.3578,0.0256,3.887631098408412
ca_only,30,2GB1,8,1.3128,0.0256,3.71656554037449
ca_only,30,2LZM,1,0.9141,0.6,2.494529165068861
ca_only,30,2LZM,2,0.8665,0.6,2.3785712683243663
ca_only,30,2LZM,3,0.8651,0.6174,2.375243598461136
ca_only,30,2LZM,4,0.9092,0.6087,2.4823358701293663
ca_only,30,2LZM,5,0.844,0.5652,2.3256510003566726
ca_only,30,2LZM,6,0.9218,0.5739,2.5138111801287426
ca_only,30,2LZM,7,0.9046,0.5739,2.4709433480164376
ca_only,30,2LZM,8,0.9041,0.5826,2.4697081851588765
ca_only,30,2PCY,1,0.9931,0.4348,2.6995902439679744
ca_only,30,2PCY,2,0.9708,0.3623,2.6400556592890125
ca_only,30,2PCY,3,0.9613,0.4203,2.615093886678715
ca_only,30,2PCY,4,1.0461,0.3478,2.846527982914827
ca_only,30,2PCY,5,1.0251,0.3623,2.7873741840478488
ca_only,30,2PCY,6,0.9957,0.3913,2.7066183111304585
ca_only,30,2PCY,7,0.9631,0.4348,2.6198052946698485
ca_only,30,2PCY,8,1.0563,0.3768,2.8757111494723864
ca_only,30,2PTL,1,1.4658,0.2,4.331006660076208
ca_only,30,2PTL,2,1.3897,0.1091,4.01364577862849
ca_only,30,2PTL,3,1.5012,0.2364,4.487070325329715
ca_only,30,2PTL,4,1.4318,0.1273,4.186227624024923
ca_only,30,2PTL,5,1.526,0.1273,4.599741011213829
ca_only,30,2PTL,6,1.4494,0.1273,4.26055741366688
ca_only,30,2PTL,7,1.4998,0.2364,4.480792822151804
ca_only,30,2PTL,8,1.4808,0.1636,4.396461443581049
ca_only,30,3CHY,1,0.9394,0.4111,2.558445890182784
ca_only,30,3CHY,2,0.954,0.4667,2.59607321123889
ca_only,30,3CHY,3,0.9213,0.4556,2.5125545887127116
ca_only,30,3CHY,4,0.9699,0.4111,2.6376806780974995
ca_only,30,3CHY,5,0.9515,0.4556,2.589591134183194
ca_only,30,3CHY,6,0.9106,0.4444,2.4858135741723526
ca_only,30,3CHY,7,0.922,0.4778,2.514313992644344
ca_only,30,3CHY,8,0.9339,0.4667,2.544413063434735
ca_only,30,3PGK,1,1.4567,0.1856,4.291773282082017
ca_only,30,3PGK,2,1.4319,0.189,4.186646267719161
ca_only,30,3PGK,3,1.4002,0.1615,4.05601108794745
ca_only,30,3PGK,4,1.4194,0.1615,4.134638912520007
ca_only,30,3PGK,5,1.4329,0.1753,4.190835008007963
ca_only,30,3PGK,6,1.395,0.1684,4.034974572632203
ca_only,30,3PGK,7,1.4071,0.1821,4.0840943402545316
ca_only,30,3PGK,8,1.4477,0.1993,4.253320619081904
ca_only,30,4HHB,1,1.0241,0.3806,2.784588203086447
ca_only,30,4HHB,2,1.0443,0.3831,2.841408841155332
ca_only,30,4HHB,3,1.0563,0.3905,2.8757111494723864
ca_only,30,4HHB,4,1.0298,0.3856,2.8005056775497215
ca_only,30,4HHB,5,0.9971,0.3532,2.710410230490246
ca_only,30,4HHB,6,1.0416,0.3905,2.8337473849044854
ca_only,30,4HHB,7,1.0531,0.3756,2.866523581742499
ca_only,30,4HHB,8,1.0196,0.3706,2.772085707884716
