model,noise,pdb_id,sample,score_nll,seq_recovery,perplexity
fullbackbone,0.5,2LZM,4,1.9439,0.2317,6.9859430895887105
fullbackbone,0.5,2LZM,5,1.7989,0.2134,6.042996510897163
fullbackbone,0.5,2LZM,6,1.9228,0.2439,6.840083916135056
fullbackbone,0.5,2LZM,7,1.797,0.2073,6.031525718230289
fullbackbone,0.5,2LZM,8,1.9282,0.2378,6.877120277459446
fullbackbone,0.5,2PCY,1,2.1121,0.2323,8.265580791434255
fullbackbone,0.5,2PCY,2,2.1042,0.2222,8.200539952760897
fullbackbone,0.5,2PCY,3,2.1294,0.2323,8.4098194057264
fullbackbone,0.5,2PCY,4,1.9419,0.2222,6.971985165985777
fullbackbone,0.5,2PCY,5,2.3157,0.2727,10.132012845971452
fullbackbone,0.5,2PCY,6,2.0621,0.2828,7.862463659400165
fullbackbone,0.5,2PCY,7,2.2102,0.2727,9.117539718645396
fullbackbone,0.5,2PCY,8,2.0905,0.2828,8.088958632670066
fullbackbone,0.5,2PTL,1,2.2178,0.1538,9.187097003387045
fullbackbone,0.5,2PTL,2,1.9221,0.1795,6.835297532823364
fullbackbone,0.5,2PTL,3,1.9726,0.1026,7.189344505121807
fullbackbone,0.5,2PTL,4,2.0241,0.0897,7.569295512191313
fullbackbone,0.5,2PTL,5,2.1905,0.1795,8.939681838343912
fullbackbone,0.5,2PTL,6,2.1642,0.1538,8.707633023246878
fullbackbone,0.5,2PTL,7,2.2196,0.1282,9.203648670024164
fullbackbone,0.5,2PTL,8,1.8175,0.1795,6.156448074753992
fullbackbone,0.5,3CHY,1,1.814,0.3594,6.134938170782327
fullbackbone,0.5,3CHY,2,1.8085,0.2812,6.101288631899787
fullbackbone,0.5,3CHY,3,2.1033,0.3594,8.19316278702595
fullbackbone,0.5,3CHY,4,1.9736,0.2578,7.196537445497706
fullbackbone,0.5,3CHY,5,1.7662,0.3125,5.848586452530673
fullbackbone,0.5,3CHY,6,1.9397,0.2891,6.956663658458562
fullbackbone,0.5,3CHY,7,1.9817,0.2266,7.25506611993252
fullbackbone,0.5,3CHY,8,1.8662,0.3047,6.463687659188119
fullbackbone,0.5,3PGK,1,2.0069,0.1807,7.440216887754445
fullbackbone,0.5,3PGK,2,2.0306,0.1711,7.618656181404937
fullbackbone,0.5,3PGK,3,1.9196,0.1904,6.818230631506961
fullbackbone,0.5,3PGK,4,2.1125,0.1735,8.268887685085467
fullbackbone,0.5,3PGK,5,1.994,0.1542,7.344854499739358
fullbackbone,0.5,3PGK,6,2.0149,0.1759,7.499977345967228
fullbackbone,0.5,3PGK,7,2.0226,0.188,7.557950080124348
fullbackbone,0.5,3PGK,8,2.0391,0.1759,7.683690764362533
fullbackbone,0.5,4HHB,1,1.8524,0.2805,6.3751014203981216
fullbackbone,0.5,4HHB,2,1.8637,0.2387,6.447548622242079
fullbackbone,0.5,4HHB,3,1.7468,0.2822,5.736217379605535
fullbackbone,0.5,4HHB,4,1.9274,0.2735,6.871620781329238
fullbackbone,0.5,4HHB,5,1.7538,0.2666,5.776511767083667
fullbackbone,0.5,4HHB,6,1.9124,0.2875,6.769315676111959
fullbackbone,0.5,4HHB,7,1.8792,0.2787,6.548264154863831
fullbackbone,0.5,4HHB,8,1.8989,0.2561,6.678544001876154
ca_only,0.0,1AKI,1,0.8606,0.4186,2.36457901557603
ca_only,0.0,1AKI,2,0.8321,0.4031,2.2981397699281563
ca_only,0.0,1AKI,3,0.8731,0.4264,2.394321758137454
ca_only,0.0,1AKI,4,0.8454,0.4341,2.3289091919591223
ca_only,0.0,1AKI,5,0.8575,0.4961,2.3572601706984786
ca_only,0.0,1AKI,6,0.8388,0.4031,2.313589003526264
ca_only,0.0,1AKI,7,0.8789,0.4651,2.4082491747998023
ca_only,0.0,1AKI,8,0.8916,0.4186,2.439028977360939
ca_only,0.0,1BPI,1,1.0546,0.3448,2.8708265935671666
ca_only,0.0,1BPI,2,1.0361,0.3966,2.818204556247179
ca_only,0.0,1BPI,3,1.0392,0.3793,2.826954545848144
ca_only,0.0,1BPI,4,0.9949,0.3966,2.704453882368495
ca_only,0.0,1BPI,5,1.0278,0.3276,2.794910263473836
ca_only,0.0,1BPI,6,1.0182,0.3276,2.768207503270347
ca_only,0.0,1BPI,7,1.0519,0.3966,2.863085816516076
ca_only,0.0,1BPI,8,1.024,0.4138,2.7843097581886154
ca_only,0.0,1CRN,1,1.1012,0.3478,3.0077731870401654
ca_only,0.0,1CRN,2,0.9871,0.3478,2.6834411980889126
ca_only,0.0,1CRN,3,1.029,0.3696,2.7982661689305695
ca_only,0.0,1CRN,4,0.9624,0.3261,2.6179720726661375
ca_only,0.0,1CRN,5,0.938,0.3478,2.554866572043847
ca_only,0.0,1CRN,6,0.9039,0.3913,2.469214292912716
ca_only,0.0,1CRN,7,1.0131,0.2391,2.7541255844192842
ca_only,0.0,1CRN,8,1.023,0.3913,2.78152684012137
ca_only,0.0,1CSP,1,0.9867,0.5522,2.6823680362563525
ca_only,0.0,1CSP,2,1.0046,0.4627,2.730814728440241
ca_only,0.0,1CSP,3,0.9069,0.5224,2.476633058375575
ca_only,0.0,1CSP,4,1.0408,0.4478,2.83148129355396
ca_only,0.0,1CSP,5,0.9516,0.3582,2.5898501062449997
ca_only,0.0,1CSP,6,0.9406,0.4328,2.5615178680690973
ca_only,0.0,1CSP,7,1.0366,0.4328,2.819614010859592
ca_only,0.0,1CSP,8,0.896,0.3881,2.4497843493276594
ca_only,0.0,1ENH,1,1.0323,0.4259,2.807515700621382
ca_only,0.0,1ENH,2,1.1276,0.4259,3.088235832887017
ca_only,0.0,1ENH,3,1.0519,0.3148,2.863085816516076
ca_only,0.0,1ENH,4,1.1423,0.4074,3.1339682090726226
ca_only,0.0,1ENH,5,0.9836,0.3519,2.674065570814283
ca_only,0.0,1ENH,6,1.0809,0.4259,2.94733095561456
ca_only,0.0,1ENH,7,1.0537,0.3519,2.868244011969
ca_only,0.0,1ENH,8,1.0289,0.4074,2.797986356304541
ca_only,0.0,1FKB,1,0.8668,0.5327,2.3792849467512753
ca_only,0.0,1FKB,2,0.8373,0.514,2.310121221507698
ca_only,0.0,1FKB,3,0.7834,0.5234,2.188901894412842
ca_only,0.0,1FKB,4,0.8409,0.5234,2.3184526454703223
ca_only,0.0,1FKB,5,0.8535,0.486,2.347849962978066
ca_only,0.0,1FKB,6,0.9086,0.5514,2.4808469153383945
ca_only,0.0,1FKB,7,0.861,0.514,2.365525036373806
ca_only,0.0,1FKB,8,0.8493,0.5047,2.3380096722093953
ca_only,0.0,1HEL,1,0.8892,0.4729,2.4331823266025747
ca_only,0.0,1HEL,2,0.83,0.4186,2.2933187402641826
ca_only,0.0,1HEL,3,0.8793,0.4419,2.4092126671553467
ca_only,0.0,1HEL,4,0.9024,0.4186,2.4655132479510136
ca_only,0.0,1HEL,5,0.8784,0.4341,2.407045351193384
ca_only,0.0,1HEL,6,0.8966,0.3953,2.451254660986644
ca_only,0.0,1HEL,7,0.9042,0.4496,2.469955168326345
ca_only,0.0,1HEL,8,0.8736,0.4496,2.3955192183566303
ca_only,0.0,1IGD,1,1.0146,0.4754,2.7582598727369723
ca_only,0.0,1IGD,2,1.0046,0.4262,2.730814728440241
ca_only,0.0,1IGD,3,1.0203,0.377,2.774026847199732
ca_only,0.0,1IGD,4,1.0829,0.3934,2.9532315161194407
ca_only,0.0,1IGD,5,1.0853,0.3443,2.9603277838732236
ca_only,0.0,1IGD,6,1.1191,0.4262,3.0620970754036945
ca_only,0.0,1IGD,7,1.0903,0.3279,2.9751664886405527
ca_only,0.0,1IGD,8,1.0461,0.3607,2.846527982914827
ca_only,0.0,1LZ1,1,0.9172,0.3846,2.5022742040885704
ca_only,0.0,1LZ1,2,0.8723,0.4231,2.392407066709632
ca_only,0.0,1LZ1,3,0.9095,0.3846,2.4830806826066905
ca_only,0.0,1LZ1,4,0.8967,0.4385,2.451499798709425
ca_only,0.0,1LZ1,5,0.9109,0.4385,2.4865594301174023
ca_only,0.0,1LZ1,6,0.8528,0.4308,2.3462070430930266
ca_only,0.0,1LZ1,7,0.8849,0.3846,2.4227421051609195
ca_only,0.0,1LZ1,8,0.9008,0.4385,2.461571580928799
ca_only,0.0,1MBN,1,1.0029,0.3922,2.726176287194043
ca_only,0.0,1MBN,2,0.9785,0.3725,2.6604625535816004
ca_only,0.0,1MBN,3,1.0016,0.4183,2.722634560641743
ca_only,0.0,1MBN,4,0.9911,0.4248,2.694196459062872
ca_only,0.0,1MBN,5,0.9724,0.4248,2.644283129418118
ca_only,0.0,1MBN,6,1.0312,0.3791,2.8044291312750675
ca_only,0.0,1MBN,7,0.9751,0.4248,2.6514323409599827
ca_only,0.0,1MBN,8,1.023,0.4052,2.78152684012137
ca_only,0.0,1PIN,1,0.9657,0.4444,2.62662565105716
ca_only,0.0,1PIN,2,0.9324,0.4379,2.5405993048735835
ca_only,0.0,1PIN,3,0.9365,0.4379,2.551037144974101
ca_only,0.0,1PIN,4,0.9736,0.4248,2.647458173819055
ca_only,0.0,1PIN,5,0.9594,0.4641,2.6101299255504222
ca_only,0.0,1PIN,6,0.9698,0.4771,2.637416923217654
ca_only,0.0,1PIN,7,0.9556,0.4641,2.6002302531235446
ca_only,0.0,1PIN,8,0.9438,0.4575,2.569727854218905
ca_only,0.0,1R69,1,0.9076,0.4286,2.4783673084331426
ca_only,0.0,1R69,2,0.8732,0.4603,2.3945612022852756
ca_only,0.0,1R69,3,0.8841,0.4286,2.420804686547565
ca_only,0.0,1R69,4,0.8934,0.4762,2.4434231831189352
ca_only,0.0,1R69,5,0.8768,0.4444,2.4031971580069715
ca_only,0.0,1R69,6,0.9249,0.4444,2.5216160861410333
ca_only,0.0,1R69,7,0.8612,0.4444,2.3659981886947357
ca_only,0.0,1R69,8,0.8193,0.4444,2.2689110437888194
ca_only,0.0,1RIS,1,1.0658,0.3299,2.9031605837629444
ca_only,0.0,1RIS,2,0.9742,0.3711,2.6490471253611405
ca_only,0.0,1RIS,3,0.9802,0.2887,2.6649891864704807
ca_only,0.0,1RIS,4,1.018,0.3814,2.7676539171301524
ca_only,0.0,1RIS,5,1.0162,0.299,2.7626766209897142
ca_only,0.0,1RIS,6,1.0236,0.2887,2.7831962570004243
ca_only,0.0,1RIS,7,0.992,0.3093,2.696622327353013
ca_only,0.0,1RIS,8,1.0404,0.268,2.8303489275248426
ca_only,0.0,1SHG,1,0.8259,0.4912,2.2839353824571207
ca_only,0.0,1SHG,2,0.7483,0.4386,2.1134041739167233
ca_only,0.0,1SHG,3,0.8344,0.4211,2.3034315746416083
ca_only,0.0,1SHG,4,0.7771,0.4386,2.1751551601582366
ca_only,0.0,1SHG,5,0.823,0.386,2.2773215645191884
ca_only,0.0,1SHG,6,0.7322,0.4211,2.079650810390679
ca_only,0.0,1SHG,7,0.7979,0.4561,2.2208721964270612
ca_only,0.0,1SHG,8,0.7729,0.4386,2.166038666523447
ca_only,0.0,1STN,1,0.9534,0.4559,2.59451603451188
ca_only,0.0,1STN,2,0.9484,0.4632,2.581575831804833
ca_only,0.0,1STN,3,0.9273,0.4191,2.527675232815391
ca_only,0.0,1STN,4,0.9784,0.4485,2.6601965206281117
ca_only,0.0,1STN,5,0.9472,0.4779,2.578479798797995
ca_only,0.0,1STN,6,0.9169,0.5,2.5015236344184237
ca_only,0.0,1STN,7,0.9705,0.4779,2.639263761381851
ca_only,0.0,1STN,8,0.9719,0.3971,2.6429613183337177
ca_only,0.0,1TIM,1,0.9815,0.2834,2.6684559253049023
ca_only,0.0,1TIM,2,0.9759,0.2773,2.6535543355174007
ca_only,0.0,1TIM,3,1.0106,0.2692,2.7472488699329656
ca_only,0.0,1TIM,4,1.0016,0.2814,2.722634560641743
ca_only,0.0,1TIM,5,0.9903,0.2753,2.6920419638086295
ca_only,0.0,1TIM,6,0.9702,0.2935,2.6384721010084298
ca_only,0.0,1TIM,7,0.9879,0.2935,2.6855888099775997
ca_only,0.0,1TIM,8,0.9826,0.2652,2.671392841830688
ca_only,0.0,1TUP,1,1.0168,0.3521,2.764334724343571
ca_only,0.0,1TUP,2,1.0015,0.3385,2.722362310798398
ca_only,0.0,1TUP,3,1.0084,0.3607,2.741211565888608
ca_only,0.0,1TUP,4,0.9988,0.3504,2.7150218466451808
ca_only,0.0,1TUP,5,0.9951,0.3521,2.7049948272376527
ca_only,0.0,1TUP,6,0.9885,0.3436,2.687200646766268
ca_only,0.0,1TUP,7,0.9843,0.3436,2.6759380720128116
ca_only,0.0,1TUP,8,0.9844,0.3282,2.67620567920015
ca_only,0.0,1UBI,1,0.831,0.4605,2.2956132060461325
ca_only,0.0,1UBI,2,0.7953,0.4605,2.215105428762926
ca_only,0.0,1UBI,3,0.8488,0.4737,2.336840959575797
ca_only,0.0,1UBI,4,0.8232,0.4605,2.2777770743815604
ca_only,0.0,1UBI,5,0.8969,0.5,2.4519901477024315
ca_only,0.0,1UBI,6,0.8699,0.4868,2.3866721743730808
ca_only,0.0,1UBI,7,0.7936,0.5,2.2113429485483422
ca_only,0.0,1UBI,8,0.8685,0.5132,2.3833331711765666
ca_only,0.0,1UBQ,1,0.8324,0.4737,2.2988293152857673
ca_only,0.0,1UBQ,2,0.7742,0.4868,2.1688563478859897
ca_only,0.0,1UBQ,3,0.862,0.5,2.367891744567051
ca_only,0.0,1UBQ,4,0.8664,0.5,2.3783334230899937
ca_only,0.0,1UBQ,5,0.9111,0.5132,2.48705679173793
ca_only,0.0,1UBQ,6,0.8282,0.5132,2.2891944794799635
ca_only,0.0,1UBQ,7,0.8864,0.5,2.426378945266833
ca_only,0.0,1UBQ,8,0.8259,0.5132,2.2839353824571207
ca_only,0.0,1VII,1,1.0427,0.3056,2.8368662220738408
ca_only,0.0,1VII,2,1.077,0.1389,2.935858750229181
ca_only,0.0,1VII,3,1.1298,0.1667,3.0950374307336888
ca_only,0.0,1VII,4,1.0581,0.3056,2.8808920909899487
ca_only,0.0,1VII,5,1.0936,0.3333,2.9850007556690676
ca_only,0.0,1VII,6,1.1864,0.25,3.275268989785407
ca_only,0.0,1VII,7,1.1273,0.2222,3.0873095010938676
ca_only,0.0,1VII,8,1.1159,0.2778,3.0523140259896655
ca_only,0.0,2ACY,1,0.8567,0.3265,2.3553751166840615
ca_only,0.0,2ACY,2,0.919,0.3673,2.506782353773446
ca_only,0.0,2ACY,3,0.902,0.3673,2.464527239866597
ca_only,0.0,2ACY,4,0.9436,0.3469,2.5692139600391917
ca_only,0.0,2ACY,5,0.8667,0.3571,2.3790470301526283
ca_only,0.0,2ACY,6,0.889,0.3776,2.4326957387976567
ca_only,0.0,2ACY,7,0.9382,0.3571,2.5553775964589938
ca_only,0.0,2ACY,8,0.9191,0.398,2.507033044543153
ca_only,0.0,2CI2,1,0.9038,0.5846,2.4689673838290846
ca_only,0.0,2CI2,2,0.9798,0.4923,2.6639234039666038
ca_only,0.0,2CI2,3,0.9251,0.5385,2.5221204597939457
ca_only,0.0,2CI2,4,0.9591,0.4769,2.609347004016859
ca_only,0.0,2CI2,5,0.977,0.4923,2.6564748512756515
ca_only,0.0,2CI2,6,0.9982,0.5077,2.7133933221433995
ca_only,0.0,2CI2,7,0.9381,0.5231,2.55512207147581
ca_only,0.0,2CI2,8,0.9078,0.5385,2.4788630314654805
ca_only,0.0,2CRO,1,0.8943,0.5385,2.4456232538670744
ca_only,0.0,2CRO,2,0.8324,0.4615,2.2988293152857673
ca_only,0.0,2CRO,3,0.8462,0.4923,2.330773064762404
ca_only,0.0,2CRO,4,0.8428,0.5231,2.322861892955378
ca_only,0.0,2CRO,5,0.823,0.4923,2.2773215645191884
ca_only,0.0,2CRO,6,0.8371,0.4923,2.3096592434627405
ca_only,0.0,2CRO,7,0.8662,0.4923,2.3778578039688734
ca_only,0.0,2CRO,8,0.8484,0.5077,2.33590641011432
ca_only,0.0,2GB1,1,1.0071,0.3393,2.737650306173312
ca_only,0.0,2GB1,2,0.9764,0.3571,2.654881444434741
ca_only,0.0,2GB1,3,0.9532,0.3214,2.5939971831918394
ca_only,0.0,2GB1,4,0.9522,0.3036,2.5914044825750144
ca_only,0.0,2GB1,5,0.8651,0.2679,2.375243598461136
ca_only,0.0,2GB1,6,0.9455,0.25,2.5741001069328995
ca_only,0.0,2GB1,7,0.9533,0.3393,2.594256595880577
ca_only,0.0,2GB1,8,0.9695,0.2679,2.6366258168125825
ca_only,0.0,2LZM,1,0.7655,0.689,2.150069140511621
ca_only,0.0,2LZM,2,0.8065,0.6159,2.2400540611103916
ca_only,0.0,2LZM,3,0.7906,0.6402,2.204718860802381
ca_only,0.0,2LZM,4,0.7838,0.6341,2.1897776303061094
ca_only,0.0,2LZM,5,0.7576,0.622,2.1331505108795077
ca_only,0.0,2LZM,6,0.7396,0.5915,2.0950973079410535
ca_only,0.0,2LZM,7,0.7917,0.6463,2.207145385893389
ca_only,0.0,2LZM,8,0.7999,0.561,2.2253183855269523
ca_only,0.0,2PCY,1,0.9534,0.4444,2.59451603451188
ca_only,0.0,2PCY,2,0.8807,0.4545,2.4125879270199775
ca_only,0.0,2PCY,3,0.9374,0.4242,2.5533341118846424
ca_only,0.0,2PCY,4,0.8943,0.4949,2.4456232538670744
ca_only,0.0,2PCY,5,0.8928,0.4646,2.441957568937287
ca_only,0.0,2PCY,6,0.9898,0.3939,2.690696279275894
ca_only,0.0,2PCY,7,0.8954,0.4141,2.4483149195910667
ca_only,0.0,2PCY,8,0.9371,0.4444,2.552568226539623
ca_only,0.0,2PTL,1,1.4652,0.2051,4.328408835505469
ca_only,0.0,2PTL,2,1.3234,0.1795,3.7561706714618732
ca_only,0.0,2PTL,3,1.4671,0.1667,4.336640630021321
ca_only,0.0,2PTL,4,1.4655,0.1154,4.329707552953997
ca_only,0.0,2PTL,5,1.4554,0.2308,4.286197601792741
ca_only,0.0,2PTL,6,1.367,0.2179,3.9235623347663866
ca_only,0.0,2PTL,7,1.479,0.2308,4.388554930978704
ca_only,0.0,2PTL,8,1.4585,0.141,4.299505430835963
ca_only,0.0,3CHY,1,0.8015,0.4375,2.2288817448710874
ca_only,0.0,3CHY,2,0.8191,0.4375,2.2684573069552574
ca_only,0.0,3CHY,3,0.8553,0.4922,2.3520798987115032
ca_only,0.0,3CHY,4,0.831,0.4453,2.2956132060461325
ca_only,0.0,3CHY,5,0.8125,0.4609,2.2535347872132085
ca_only,0.0,3CHY,6,0.8123,0.4531,2.2530841253234573
ca_only,0.0,3CHY,7,0.8086,0.3984,2.2447631174172678
ca_only,0.0,3CHY,8,0.8337,0.4297,2.3018197367484383
ca_only,0.0,3PGK,1,1.2827,0.2024,3.606363774386863
ca_only,0.0,3PGK,2,1.2689,0.1928,3.556937778063031
ca_only,0.0,3PGK,3,1.2772,0.1807,3.5865832200157115
ca_only,0.0,3PGK,4,1.2749,0.2,3.5783435578534797
ca_only,0.0,3PGK,5,1.269,0.1831,3.557293489626119
ca_only,0.0,3PGK,6,1.2814,0.1855,3.601678547537449
ca_only,0.0,3PGK,7,1.2495,0.1904,3.488598222203274
ca_only,0.0,3PGK,8,1.276,0.1759,3.5822819014589853
ca_only,0.0,4HHB,1,0.8515,0.4652,2.3431589556231334
ca_only,0.0,4HHB,2,0.8367,0.4443,2.3087355645134613
ca_only,0.0,4HHB,3,0.8623,0.4721,2.3686022186562057
ca_only,0.0,4HHB,4,0.8462,0.453,2.330773064762404
ca_only,0.0,4HHB,5,0.8425,0.4791,2.3221651389058247
ca_only,0.0,4HHB,6,0.8451,0.4634,2.3282106239919687
ca_only,0.0,4HHB,7,0.8287,0.4564,2.290339362916711
ca_only,0.0,4HHB,8,0.8344,0.4547,2.3034315746416083
ca_only,0.1,1AKI,1,0.9744,0.4109,2.6495769877706876
ca_only,0.1,1AKI,2,0.8579,0.4031,2.358203263372718
ca_only,0.1,1AKI,3,0.8867,0.4109,2.4271069681483852
ca_only,0.1,1AKI,4,0.8944,0.3721,2.445867828420985
ca_only,0.1,1AKI,5,1.0326,0.4109,2.8083580816824094
ca_only,0.1,1AKI,6,0.93,0.4806,2.534509177617855
ca_only,0.1,1AKI,7,0.9243,0.4031,2.5201035702894794
ca_only,0.1,1AKI,8,0.9274,0.4109,2.52792801297747
ca_only,0.1,1BPI,1,1.1797,0.4138,3.2533980370609994
ca_only,0.1,1BPI,2,1.1253,0.3448,3.081141052596327
ca_only,0.1,1BPI,3,1.215,0.3276,3.370294064321607
ca_only,0.1,1BPI,4,1.0838,0.4655,2.9558906209016107
ca_only,0.1,1BPI,5,1.1397,0.4483,3.1258304753671067
ca_only,0.1,1BPI,6,1.1245,0.3621,3.0786771254565153
ca_only,0.1,1BPI,7,1.1197,0.3276,3.0639348849366623
ca_only,0.1,1BPI,8,1.1754,0.2931,3.239438460101475
ca_only,0.1,1CRN,1,1.1278,0.3261,3.088853541822429
ca_only,0.1,1CRN,2,1.0959,0.3043,2.991874158790672
ca_only,0.1,1CRN,3,1.0215,0.4348,2.7773576775148614
ca_only,0.1,1CRN,4,1.0306,0.3913,2.802746978492602
ca_only,0.1,1CRN,5,1.2044,0.2609,3.334757623117103
ca_only,0.1,1CRN,6,1.0189,0.3043,2.770145926891751
ca_only,0.1,1CRN,7,0.9593,0.3696,2.609868925608082
ca_only,0.1,1CRN,8,1.0781,0.3261,2.939089971700428
ca_only,0.1,1CSP,1,1.0437,0.3881,2.839704507201955
ca_only,0.1,1CSP,2,1.0682,0.5075,2.910136536959354
ca_only,0.1,1CSP,3,1.0025,0.4925,2.725086034744192
ca_only,0.1,1CSP,4,1.0591,0.4627,2.8837744240072523
ca_only,0.1,1CSP,5,1.0016,0.4776,2.722634560641743
ca_only,0.1,1CSP,6,1.1664,0.4328,3.2104143185104133
ca_only,0.1,1CSP,7,1.0558,0.5075,2.874273653301641
ca_only,0.1,1CSP,8,0.9966,0.4627,2.7090553641198203
ca_only,0.1,1ENH,1,1.0341,0.3704,2.812573779788069
ca_only,0.1,1ENH,2,1.0763,0.3519,2.933804368221611
ca_only,0.1,1ENH,3,1.1727,0.4259,3.23070377339258
ca_only,0.1,1ENH,4,1.0856,0.3889,2.961216015436458
ca_only,0.1,1ENH,5,0.9679,0.3148,2.6324105885875113
ca_only,0.1,1ENH,6,1.0346,0.4259,2.8139804183082884
ca_only,0.1,1ENH,7,1.0673,0.3704,2.9075185923278855
ca_only,0.1,1ENH,8,1.1031,0.3889,3.013493388566164
ca_only,0.1,1FKB,1,0.9303,0.5327,2.535269644435459
ca_only,0.1,1FKB,2,0.874,0.486,2.3964776177110654
ca_only,0.1,1FKB,3,0.8616,0.5234,2.3669447772753087
ca_only,0.1,1FKB,4,0.9306,0.5888,2.536030339427333
ca_only,0.1,1FKB,5,0.858,0.5327,2.3584390954904646
ca_only,0.1,1FKB,6,1.0211,0.5047,2.7762469566028467
ca_only,0.1,1FKB,7,0.8646,0.486,2.374056273517877
ca_only,0.1,1FKB,8,0.9212,0.5327,2.5123033458161945
ca_only,0.1,1HEL,1,0.9833,0.4884,2.6732634714639567
ca_only,0.1,1HEL,2,0.9813,0.4574,2.667922287485402
ca_only,0.1,1HEL,3,0.9708,0.4806,2.6400556592890125
ca_only,0.1,1HEL,4,0.9649,0.3643,2.6245251908324287
ca_only,0.1,1HEL,5,0.9945,0.4186,2.703372317143014
ca_only,0.1,1HEL,6,1.0142,0.4031,2.7571567894192492
ca_only,0.1,1HEL,7,0.8759,0.4264,2.4010352535676915
ca_only,0.1,1HEL,8,0.9398,0.4341,2.559469473241821
ca_only,0.1,1IGD,1,1.1448,0.459,3.1418129314124363
ca_only,0.1,1IGD,2,1.1663,0.4426,3.210093293130098
ca_only,0.1,1IGD,3,1.0823,0.459,2.9514601086851417
ca_only,0.1,1IGD,4,1.122,0.3934,3.070990045496511
ca_only,0.1,1IGD,5,1.0772,0.3115,2.936445980700317
ca_only,0.1,1IGD,6,1.2227,0.4098,3.3963454979205747
ca_only,0.1,1IGD,7,1.1561,0.4098,3.1775167642753455
ca_only,0.1,1IGD,8,1.1571,0.4098,3.180695870327722
ca_only,0.1,1LZ1,1,0.9612,0.4231,2.614832390365081
ca_only,0.1,1LZ1,2,0.9397,0.4385,2.5592135390914175
ca_only,0.1,1LZ1,3,1.0122,0.3846,2.7516479864796177
ca_only,0.1,1LZ1,4,0.9656,0.3615,2.626363001624745
ca_only,0.1,1LZ1,5,0.9942,0.3923,2.7025614270874607
ca_only,0.1,1LZ1,6,0.9798,0.3846,2.6639234039666038
ca_only,0.1,1LZ1,7,1.0072,0.3846,2.737924084892637
ca_only,0.1,1LZ1,8,0.9658,0.4077,2.626888326755832
ca_only,0.1,1MBN,1,1.0679,0.3333,2.909263626941316
ca_only,0.1,1MBN,2,1.1158,0.3725,3.0520088098481284
ca_only,0.1,1MBN,3,1.0731,0.3595,2.924431199311993
ca_only,0.1,1MBN,4,1.023,0.3791,2.78152684012137
ca_only,0.1,1MBN,5,1.0598,0.3987,2.885793772793676
ca_only,0.1,1MBN,6,1.0691,0.3791,2.9127568388015757
ca_only,0.1,1MBN,7,1.0204,0.3922,2.7743042637550483
ca_only,0.1,1MBN,8,1.0218,0.4183,2.77819100981171
ca_only,0.1,1PIN,1,1.0533,0.4118,2.867096943793141
ca_only,0.1,1PIN,2,1.0327,0.4052,2.8086389315328364
ca_only,0.1,1PIN,3,1.0253,0.4771,2.7879317146358593
ca_only,0.1,1PIN,4,0.9824,0.4771,2.670858616686617
ca_only,0.1,1PIN,5,1.0382,0.4379,2.8241290043085283
ca_only,0.1,1PIN,6,1.0506,0.4641,2.859366223214094
ca_only,0.1,1PIN,7,0.9853,0.4314,2.678615348499962
ca_only,0.1,1PIN,8,1.0028,0.451,2.7259036831957504
ca_only,0.1,1R69,1,1.0494,0.3651,2.8559370416666674
ca_only,0.1,1R69,2,0.9183,0.4444,2.505028220144202
ca_only,0.1,1R69,3,0.9656,0.4762,2.626363001624745
ca_only,0.1,1R69,4,0.8437,0.4762,2.3249534097003957
ca_only,0.1,1R69,5,0.918,0.4603,2.504276824393157
ca_only,0.1,1R69,6,0.8411,0.4603,2.3189163823715604
ca_only,0.1,1R69,7,0.8937,0.4127,2.4441563200389105
ca_only,0.1,1R69,8,0.8836,0.4444,2.4195945867544504
ca_only,0.1,1RIS,1,1.0003,0.3196,2.719097435342498
ca_only,0.1,1RIS,2,1.0132,0.3196,2.7544010107488135
ca_only,0.1,1RIS,3,1.0413,0.3711,2.832897388194895
ca_only,0.1,1RIS,4,1.0633,0.3505,2.89591174712477
ca_only,0.1,1RIS,5,1.0706,0.299,2.917129252550262
ca_only,0.1,1RIS,6,1.0092,0.3608,2.7434054125629834
ca_only,0.1,1RIS,7,1.0403,0.3402,2.830065906783363
ca_only,0.1,1RIS,8,1.0662,0.3299,2.9043220802802665
ca_only,0.1,1SHG,1,0.8258,0.3509,2.2837070003381714
ca_only,0.1,1SHG,2,0.8401,0.4386,2.316598625060991
ca_only,0.1,1SHG,3,0.8391,0.3509,2.314283184349239
ca_only,0.1,1SHG,4,0.8266,0.4386,2.2855346969195973
ca_only,0.1,1SHG,5,0.8725,0.3684,2.392885595974305
ca_only,0.1,1SHG,6,0.8305,0.3509,2.294465686346941
ca_only,0.1,1SHG,7,0.8142,0.4561,2.2573690545552925
ca_only,0.1,1SHG,8,0.7656,0.4035,2.150284158176376
ca_only,0.1,1STN,1,1.0403,0.4706,2.830065906783363
ca_only,0.1,1STN,2,1.0303,0.4191,2.801906280510057
ca_only,0.1,1STN,3,1.0318,0.4044,2.8061122936520513
ca_only,0.1,1STN,4,0.9962,0.3529,2.7079719586697077
ca_only,0.1,1STN,5,1.0128,0.4338,2.753299470667217
ca_only,0.1,1STN,6,1.0154,0.4412,2.7604673635137402
ca_only,0.1,1STN,7,1.0789,0.4191,2.9414421844374314
